extracurricularactivities,skills,location,yearofstudy,subjects,gpa,languages,clubmemberships,interestarea,gender
Volunteer Group,"Programming, Public Speaking",Gujarat,Sophomore,Mathematics,7.26,"German, Chinese, English, French","Art Club, Volunteer Group, Coding Club, Debate Club, Music Club, Sports Team",Computer science,Male
Art Club,"Leadership, Public Speaking, Programming",Haryana,Junior,Physics,4.04,"Spanish, French, Japanese, Chinese","Sports Team, Art Club",History,Female
Sports Team,Artistic,Himachal Pradesh,Graduate,Psychology,7.82,"Chinese, Japanese",Debate Club,Computer science,Male
Coding Club,"Data Analysis, Problem Solving, Public Speaking, Leadership, Programming",Jharkhand,Freshman,Physics,7.74,"Chinese, English","Music Club, Coding Club, Sports Team, Debate Club",Computer science,Male
Debate Club,"Data Analysis, Leadership, Artistic, Public Speaking, Programming",Karnataka,Junior,Mathematics,4.16,"German, French","Debate Club, Coding Club, Volunteer Group",Biology,Female
Coding Club,"Programming, Problem Solving, Data Analysis, Artistic, Leadership, Public Speaking",Kerala,Junior,History,4.18,"Spanish, German, English, Japanese, Chinese","Volunteer Group, Art Club, Coding Club, Sports Team, Music Club",History,Female
Sports Team,"Data Analysis, Problem Solving, Programming, Leadership",Madhya Pradesh,Junior,Biology,7.08,English,"Sports Team, Coding Club",Computer science,Male
Art Club,Data Analysis,Maharashtra,Graduate,Psychology,7.08,"German, Japanese",Art Club,Computer science,Male
Art Club,"Public Speaking, Leadership, Data Analysis, Programming, Problem Solving",Manipur,Junior,Psychology,6.36,"German, Japanese, English","Volunteer Group, Music Club, Art Club, Coding Club, Debate Club, Sports Team",Mathematics,Male
Volunteer Group,"Data Analysis, Public Speaking, Problem Solving",Meghalaya,Junior,Physics,6.76,"German, Japanese, English, Chinese, Spanish","Art Club, Music Club",Mathematics,Female
Volunteer Group,"Leadership, Public Speaking, Programming, Problem Solving",Mizoram,Graduate,Computer Science,4.82,French,"Music Club, Coding Club, Debate Club",History,Female
Debate Club,"Leadership, Artistic, Programming",Nagaland,Freshman,Computer Science,6.48,"German, Chinese, French, Japanese, English","Art Club, Music Club",Computer science,Female
Volunteer Group,"Problem Solving, Data Analysis, Public Speaking, Leadership, Programming, Artistic",Odisha,Graduate,Biology,5.12,Spanish,"Music Club, Art Club, Coding Club, Debate Club, Sports Team, Volunteer Group",Biology,Female
Volunteer Group,"Leadership, Public Speaking, Problem Solving",Punjab,Graduate,Mathematics,5.86,"Japanese, Spanish","Music Club, Debate Club, Coding Club, Sports Team, Volunteer Group",Computer science,Male
Music Club,Data Analysis,Rajasthan,Junior,Mathematics,4.34,"Spanish, German, English, French",Volunteer Group,History,Female
Volunteer Group,Problem Solving,Sikkim,Graduate,Biology,4.38,"Spanish, English, French, Chinese","Debate Club, Music Club",History,Female
Volunteer Group,"Problem Solving, Data Analysis, Public Speaking, Leadership",Tamil Nadu,Freshman,Psychology,5.5,"Japanese, German, English","Volunteer Group, Debate Club",History,Female
Volunteer Group,"Programming, Leadership, Data Analysis, Artistic, Public Speaking, Problem Solving",Telangana,Freshman,Physics,6.28,"Spanish, German, Chinese, French, Japanese","Debate Club, Music Club, Coding Club, Sports Team, Volunteer Group",Mathematics,Female
Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Public Speaking, Programming",Tripura,Senior,Biology,6.1,"Chinese, Spanish","Sports Team, Art Club",History,Female
Music Club,"Programming, Public Speaking, Data Analysis",Uttar Pradesh,Sophomore,Mathematics,7.72,"Spanish, French, German, English, Chinese","Sports Team, Music Club, Coding Club, Volunteer Group, Debate Club, Art Club",Computer science,Male
Art Club,"Problem Solving, Data Analysis, Public Speaking, Programming",Uttarakhand,Junior,Biology,5.36,"German, French, Japanese, Chinese, English",Debate Club,Mathematics,Male
Music Club,"Leadership, Problem Solving, Data Analysis",West Bengal,Graduate,Computer Science,6.94,"English, German, French",Music Club,Biology,Female
Art Club,"Artistic, Data Analysis",Andhra Pradesh,Junior,History,6.26,French,"Art Club, Music Club, Sports Team, Coding Club",Computer science,Male
Sports Team,"Leadership, Artistic",Arunachal Pradesh,Graduate,Mathematics,4.28,"Japanese, French, German, Chinese, Spanish, English","Art Club, Music Club, Coding Club",Biology,Female
Debate Club,Data Analysis,Assam,Junior,Biology,7.88,"German, Chinese, Spanish, Japanese",Coding Club,Mathematics,Female
Art Club,"Artistic, Public Speaking, Data Analysis, Leadership",Andaman & Nicobar Islands,Senior,Mathematics,4.58,French,"Coding Club, Sports Team, Music Club, Volunteer Group, Art Club, Debate Club",Biology,Male
Music Club,"Artistic, Data Analysis, Problem Solving, Public Speaking, Programming, Leadership",Chandigarh,Sophomore,History,6.12,"English, Japanese, German, Chinese","Art Club, Debate Club, Volunteer Group",Computer science,Male
Coding Club,"Programming, Leadership, Problem Solving",Dadra & Nagar Haveli and Daman & Diu,Junior,Biology,5.76,German,"Music Club, Volunteer Group",Mathematics,Female
Coding Club,"Data Analysis, Leadership, Artistic, Problem Solving, Programming",Delhi,Graduate,Psychology,6.62,"English, Japanese","Music Club, Volunteer Group, Art Club, Coding Club, Sports Team",Biology,Female
Sports Team,"Data Analysis, Artistic, Public Speaking, Programming, Leadership",Jammu & Kashmir,Senior,Mathematics,6.04,"Japanese, French, Spanish, German","Coding Club, Music Club, Sports Team, Volunteer Group, Debate Club, Art Club",Biology,Female
Coding Club,Leadership,Ladakh,Sophomore,Computer Science,4.84,"Spanish, German, English, French, Japanese, Chinese","Volunteer Group, Music Club, Sports Team, Coding Club, Art Club, Debate Club",Biology,Male
Debate Club,"Leadership, Data Analysis, Programming, Problem Solving, Artistic, Public Speaking",Lakshadweep,Junior,Biology,4.86,English,Debate Club,Biology,Female
Coding Club,"Problem Solving, Leadership, Programming, Artistic, Data Analysis, Public Speaking",Puducherry,Graduate,Biology,4.9,"French, Japanese",Art Club,History,Female
Debate Club,Programming,Bihar,Sophomore,Computer Science,4.28,"Chinese, German, French, Spanish",Debate Club,History,Female
Volunteer Group,"Artistic, Data Analysis, Programming, Problem Solving, Public Speaking",Chhattisgarh,Senior,Mathematics,7.7,"Chinese, English","Debate Club, Sports Team, Volunteer Group, Music Club",Computer science,Male
Art Club,"Leadership, Programming, Public Speaking",Goa,Senior,Computer Science,7.4,"Chinese, German","Sports Team, Volunteer Group, Coding Club, Music Club, Debate Club",Mathematics,Female
Coding Club,"Public Speaking, Problem Solving, Artistic, Data Analysis, Leadership",Gujarat,Junior,Biology,5.94,"Spanish, Chinese, German",Volunteer Group,History,Female
Music Club,"Problem Solving, Programming, Leadership, Data Analysis, Artistic",Haryana,Freshman,Psychology,7.54,"Japanese, French, German","Volunteer Group, Coding Club, Sports Team, Debate Club, Music Club, Art Club",Mathematics,Male
Volunteer Group,"Programming, Artistic, Leadership, Problem Solving",Himachal Pradesh,Graduate,History,5.9,"Japanese, French, Chinese, Spanish, German","Coding Club, Art Club, Music Club",Computer science,Female
Sports Team,"Public Speaking, Artistic, Programming, Leadership",Jharkhand,Senior,Physics,6.18,English,"Music Club, Sports Team, Coding Club",Mathematics,Female
Debate Club,"Artistic, Leadership, Public Speaking, Programming, Problem Solving",Karnataka,Freshman,Mathematics,7.16,"German, English",Sports Team,Mathematics,Male
Debate Club,"Leadership, Data Analysis",Kerala,Senior,Computer Science,4.04,Chinese,"Coding Club, Debate Club, Music Club",History,Female
Sports Team,Leadership,Madhya Pradesh,Freshman,Computer Science,6.22,French,"Coding Club, Music Club, Art Club, Sports Team, Volunteer Group",Computer science,Male
Debate Club,"Leadership, Programming, Problem Solving, Artistic",Maharashtra,Sophomore,Computer Science,4.66,"Japanese, Chinese, English, Spanish, German","Sports Team, Debate Club, Music Club, Art Club, Coding Club, Volunteer Group",Biology,Male
Debate Club,"Programming, Artistic, Public Speaking, Problem Solving, Data Analysis, Leadership",Manipur,Graduate,Physics,7.64,"Chinese, French","Debate Club, Volunteer Group, Coding Club",Mathematics,Female
Debate Club,"Leadership, Data Analysis, Programming, Public Speaking, Problem Solving",Meghalaya,Senior,Computer Science,6.48,"French, English, Chinese","Volunteer Group, Debate Club, Sports Team, Art Club",Biology,Female
Sports Team,"Leadership, Problem Solving, Artistic",Mizoram,Graduate,History,6.14,"Spanish, English, French, German, Chinese, Japanese","Volunteer Group, Art Club, Debate Club, Coding Club, Music Club, Sports Team",Mathematics,Female
Music Club,"Public Speaking, Data Analysis, Problem Solving, Artistic, Leadership",Nagaland,Junior,Computer Science,5.02,"Spanish, German, Chinese, Japanese, French, English","Sports Team, Volunteer Group, Debate Club, Music Club, Art Club",Computer science,Female
Volunteer Group,"Public Speaking, Leadership, Problem Solving, Programming, Data Analysis",Odisha,Junior,Biology,5.64,German,"Music Club, Sports Team",Computer science,Male
Art Club,"Problem Solving, Leadership, Public Speaking, Artistic, Programming",Punjab,Sophomore,Biology,5.72,"Spanish, Chinese, German, English, Japanese","Debate Club, Art Club",Mathematics,Female
Volunteer Group,Problem Solving,Rajasthan,Sophomore,Mathematics,6.42,Chinese,"Debate Club, Art Club",Mathematics,Male
Volunteer Group,"Programming, Data Analysis, Problem Solving, Artistic, Public Speaking",Sikkim,Senior,Physics,7.26,Japanese,"Music Club, Sports Team, Debate Club, Art Club, Volunteer Group",Computer science,Female
Sports Team,"Public Speaking, Data Analysis, Artistic, Problem Solving",Tamil Nadu,Freshman,Psychology,6.0,"English, German","Sports Team, Volunteer Group, Music Club, Debate Club, Art Club",Biology,Female
Volunteer Group,"Public Speaking, Data Analysis",Telangana,Graduate,Biology,5.0,"English, Chinese, French, Spanish","Art Club, Sports Team, Music Club, Debate Club, Coding Club",History,Female
Coding Club,"Data Analysis, Leadership, Problem Solving, Programming, Artistic, Public Speaking",Tripura,Freshman,Physics,7.7,Spanish,"Music Club, Art Club, Sports Team, Debate Club, Coding Club, Volunteer Group",Mathematics,Male
Sports Team,"Programming, Data Analysis, Problem Solving, Leadership",Uttar Pradesh,Freshman,Physics,6.02,"Japanese, German, Spanish, French","Art Club, Volunteer Group, Sports Team",Computer science,Female
Art Club,Data Analysis,Uttarakhand,Sophomore,Computer Science,6.9,"Chinese, German, Spanish, Japanese, French","Debate Club, Sports Team, Art Club, Coding Club, Volunteer Group, Music Club",Mathematics,Female
Debate Club,"Problem Solving, Programming, Leadership, Data Analysis, Public Speaking",West Bengal,Freshman,Computer Science,6.92,"German, Spanish, English, Japanese, French","Coding Club, Sports Team",Biology,Female
Music Club,"Public Speaking, Programming, Data Analysis",Andhra Pradesh,Senior,Psychology,4.58,"French, Japanese, German, Chinese","Volunteer Group, Music Club, Art Club, Coding Club",Biology,Female
Debate Club,"Leadership, Problem Solving, Public Speaking",Arunachal Pradesh,Sophomore,Biology,5.34,"German, French, English, Japanese, Spanish, Chinese","Sports Team, Coding Club, Art Club, Volunteer Group, Debate Club, Music Club",Computer science,Male
Debate Club,"Data Analysis, Programming, Artistic",Assam,Freshman,Psychology,6.26,"Chinese, English, German, Spanish, Japanese","Debate Club, Sports Team, Music Club, Coding Club, Art Club, Volunteer Group",Mathematics,Female
Debate Club,Leadership,Andaman & Nicobar Islands,Sophomore,Computer Science,4.4,"Spanish, Japanese, Chinese","Sports Team, Art Club",Biology,Male
Volunteer Group,"Data Analysis, Programming",Chandigarh,Senior,Biology,5.04,"German, Chinese, Spanish, French","Volunteer Group, Coding Club, Debate Club",Biology,Male
Coding Club,"Problem Solving, Artistic",Dadra & Nagar Haveli and Daman & Diu,Graduate,History,7.16,"French, Chinese, Spanish, English","Debate Club, Music Club",Mathematics,Male
Sports Team,"Problem Solving, Public Speaking, Leadership",Delhi,Sophomore,History,6.98,"Chinese, Spanish, German, English, Japanese, French","Debate Club, Art Club",Mathematics,Male
Debate Club,"Problem Solving, Leadership, Data Analysis, Public Speaking",Jammu & Kashmir,Senior,Biology,7.22,Japanese,"Art Club, Sports Team, Coding Club, Volunteer Group, Debate Club",Computer science,Male
Coding Club,"Data Analysis, Public Speaking",Ladakh,Senior,Physics,5.78,"German, English, Spanish, French, Japanese, Chinese",Volunteer Group,Mathematics,Male
Sports Team,"Programming, Leadership, Artistic, Problem Solving, Public Speaking",Lakshadweep,Senior,History,4.7,"Chinese, German","Debate Club, Coding Club, Music Club, Volunteer Group, Art Club, Sports Team",History,Female
Coding Club,"Leadership, Data Analysis, Artistic, Problem Solving",Puducherry,Junior,Physics,4.0,Japanese,"Sports Team, Art Club, Debate Club, Volunteer Group",Biology,Male
Art Club,"Public Speaking, Artistic, Problem Solving, Programming, Data Analysis, Leadership",Bihar,Junior,Mathematics,7.8,Spanish,"Music Club, Coding Club, Debate Club",Mathematics,Male
Music Club,"Problem Solving, Public Speaking, Programming",Chhattisgarh,Junior,Computer Science,6.4,French,"Music Club, Coding Club, Debate Club, Volunteer Group",Biology,Male
Debate Club,Data Analysis,Goa,Freshman,Psychology,4.54,"Spanish, German","Sports Team, Coding Club, Debate Club",Biology,Female
Art Club,"Programming, Public Speaking, Artistic, Problem Solving",Gujarat,Freshman,Computer Science,5.28,"Spanish, English, French","Debate Club, Art Club, Music Club",History,Female
Volunteer Group,"Leadership, Data Analysis, Public Speaking",Haryana,Freshman,Psychology,7.68,"Chinese, Japanese",Music Club,Mathematics,Male
Sports Team,"Problem Solving, Public Speaking, Programming, Artistic, Leadership, Data Analysis",Himachal Pradesh,Senior,Psychology,7.8,Japanese,"Volunteer Group, Debate Club, Music Club, Sports Team",Computer science,Female
Music Club,"Problem Solving, Public Speaking",Jharkhand,Junior,Psychology,7.34,German,"Volunteer Group, Coding Club",Computer science,Male
Coding Club,"Data Analysis, Leadership, Artistic, Problem Solving, Programming",Karnataka,Graduate,Mathematics,7.74,"Japanese, French, Spanish","Sports Team, Volunteer Group",Mathematics,Male
Art Club,"Artistic, Data Analysis, Programming, Leadership",Kerala,Junior,Computer Science,7.44,"Spanish, English, German, Chinese","Volunteer Group, Music Club, Art Club, Coding Club, Debate Club",Computer science,Female
Art Club,"Leadership, Data Analysis, Public Speaking, Problem Solving, Artistic, Programming",Madhya Pradesh,Junior,Computer Science,7.42,"German, Chinese, French, Spanish","Coding Club, Sports Team, Debate Club, Music Club, Art Club, Volunteer Group",Mathematics,Male
Volunteer Group,Artistic,Maharashtra,Sophomore,Computer Science,4.3,"German, French","Debate Club, Music Club, Coding Club, Sports Team, Art Club",History,Female
